index,smiles_solvent,smiles_solute,DGsolv,comment,can_smiles_solvent,can_smiles_solute,predicted,total_atoms_solute,total_atoms_solvent,shap_values
806,Clc1ccccc1,CC(=O)c1ccccc1,0,logP_setA,Clc1ccccc1,CC(=O)c1ccccc1,-7.645371,9,7,"[ 0.69499922 -0.05207668  0.72107945  1.001725   -0.29978414  0.38036854
  0.46741308  0.38036854 -0.29978414  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
807,C(Cl)Cl,CC(=O)c1ccccc1,0,logP_setA,ClCCl,CC(=O)c1ccccc1,-8.626433,9,3,"[ 0.27271156  0.03758067  0.28793417  1.4934074  -0.52051747  0.34030465
  0.28203669  0.34030465 -0.52051747  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
808,CC(C)(C)OC,CC(=O)c1ccccc1,0,logP_setA,COC(C)(C)C,CC(=O)c1ccccc1,-7.458301,9,6,"[ 0.60628681  0.3753108   0.82530044  1.7792458  -0.56451913  0.22268498
  0.27890415  0.22268498 -0.56451913  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
809,CC(OC(C)C)=O,CC(=O)c1ccccc1,0,logP_setA,CC(=O)OC(C)C,CC(=O)c1ccccc1,-7.6321087,9,7,"[0.40185783 0.35803423 0.31256229 0.68483936 0.08427699 0.30896491
 0.46379367 0.30896491 0.08427699 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.        ]"
810,c1ccc(cc1)CO,CC(=O)c1ccccc1,0,logP_setA,OCc1ccccc1,CC(=O)c1ccccc1,-7.6754146,9,8,"[ 0.27662879  0.15603341 -0.02776502  0.1482898   0.38143127  0.49082054
  0.66657481  0.49082054  0.38143127  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
811,C1CCCCC1O,CC(=O)c1ccccc1,0,logP_setA,OC1CCCCC1,CC(=O)c1ccccc1,-7.2016096,9,7,"[ 0.67439844 -0.13379444  0.64478591  0.83225058  0.1407385   0.32934752
  0.48025747  0.32934752  0.1407385   0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
812,CCCCO,CC(=O)c1ccccc1,0,logP_setA,CCCCO,CC(=O)c1ccccc1,-7.2972217,9,5,"[0.5069879  0.08894685 0.34925257 0.26324131 0.34217772 0.41833671
 0.61300114 0.41833671 0.34217772 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.        ]"
813,CCCCCCCCO,CC(=O)c1ccccc1,0,logP_setA,CCCCCCCCO,CC(=O)c1ccccc1,-6.9892263,9,9,"[0.60854308 0.02087312 0.29744959 0.09602499 0.44598539 0.49650019
 0.74259234 0.49650019 0.44598539 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.        ]"
814,O,CC(=O)c1ccccc1,0,logP_setA,O,CC(=O)c1ccccc1,-5.076914,9,1,"[ 0.6745339   1.11084919  0.31409401 -1.35774132  0.91926948  0.8268758
  1.32874086  0.8268758   0.91926948  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
815,CCCCCC,CC(=O)c1ccccc1O,0,logP_setA,CCCCCC,CC(=O)c1ccccc1O,-6.7258925,10,6,"[ 0.31006228  0.97500564  0.50293711  1.3260762   0.07949616  0.21228921
 -0.02899313 -0.416878    1.23530034 -0.28150825  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
816,Cc1ccccc1,CC(=O)c1ccccc1O,0,logP_setA,Cc1ccccc1,CC(=O)c1ccccc1O,-8.162815,10,7,"[ 0.23737198  0.66566183  0.28268769  0.63559082  0.06409607  0.15204954
 -0.02232713 -0.23851134  0.83993379 -0.13968951  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
817,Clc1ccccc1,CC(=O)c1ccccc1O,0,logP_setA,Clc1ccccc1,CC(=O)c1ccccc1O,-8.124064,10,7,"[ 0.23498992  0.63726879  0.29422839  0.83514352  0.00089114  0.14669594
 -0.04001922 -0.24661713  0.79929175 -0.14625886  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
818,C(Cl)Cl,CC(=O)c1ccccc1O,0,logP_setA,ClCCl,CC(=O)c1ccccc1O,-9.083846,10,3,"[ 0.20064569  0.20179762  0.11727161  0.62351677 -0.05370218  0.09372819
 -0.03182853 -0.02834698  0.39379797  0.03895302  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
819,CC(C)(C)OC,CC(=O)c1ccccc1O,0,logP_setA,COC(C)(C)C,CC(=O)c1ccccc1O,-8.017128,10,6,"[-0.09506711  0.38939916 -0.19102472  0.93394053  0.40965744  0.02601597
  0.00586917  0.1419268   0.92230487  0.07952931  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
820,CC(OC(C)C)=O,CC(=O)c1ccccc1O,0,logP_setA,CC(=O)OC(C)C,CC(=O)c1ccccc1O,-8.271724,10,7,"[-0.31771376  0.3272802  -0.41533844  1.04143859  0.55972002 -0.21687407
 -0.11636995  0.26784745  1.04587195  0.19209464  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
821,c1ccc(cc1)CO,CC(=O)c1ccccc1O,0,logP_setA,OCc1ccccc1,CC(=O)c1ccccc1O,-7.808068,10,8,"[-0.23285644  0.26291725 -0.31371402  1.46932105  0.44687657 -0.13475131
 -0.09568688  0.26188651  0.93604235  0.23157751  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
822,C1CCCCC1O,CC(=O)c1ccccc1O,0,logP_setA,OC1CCCCC1,CC(=O)c1ccccc1O,-7.5669765,10,7,"[-0.23615526  0.22540141 -0.37507235  1.46159266  0.59879534 -0.04058641
  0.00635517  0.34455858  0.88179228  0.20602258  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
823,CCCCO,CC(=O)c1ccccc1O,0,logP_setA,CCCCO,CC(=O)c1ccccc1O,-7.629139,10,5,"[-0.32290622  0.3800217  -0.42925375  1.1787832   0.67553975 -0.12034275
 -0.04865525  0.30626365  1.18691609  0.20417493  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
824,CCCCCCCCO,CC(=O)c1ccccc1O,0,logP_setA,CCCCCCCCO,CC(=O)c1ccccc1O,-7.318724,10,9,"[-0.12082042  0.55088026 -0.17778659  1.02421273  0.50217066  0.07611225
  0.03020842  0.12848582  1.19872555  0.10876774  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
825,O,CC(=O)c1ccccc1O,0,logP_setA,O,CC(=O)c1ccccc1O,-4.8209066,10,1,"[-0.41876196  1.66876045 -0.12996617  2.82611741  0.46057322 -0.53361751
 -0.51143881 -0.08432164  2.07164619  0.46978263  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
826,CCCCCC,O=C1c2ccccc2C(=O)c3ccccc13,0,logP_setA,CCCCCC,O=C1c2ccccc2C(=O)c2ccccc21,-10.571972,16,6,"[-0.36536633 -0.58831496  0.33873421  0.21975577 -0.06472236 -0.06472223
  0.21975571  0.33873403 -0.58831514 -0.36536647  0.33873414  0.21975564
 -0.06472225 -0.06472228  0.21975565  0.3387346   0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
827,Cc1ccccc1,O=C1c2ccccc2C(=O)c3ccccc13,0,logP_setA,Cc1ccccc1,O=C1c2ccccc2C(=O)c2ccccc21,-12.023301,16,7,"[-0.20268623 -0.80928958  0.16388563  0.09185148 -0.09565491 -0.09565474
  0.09185151  0.16388579 -0.8092899  -0.20268617  0.16388558  0.091852
 -0.09565478 -0.09565472  0.09185206  0.16388541  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
828,Clc1ccccc1,O=C1c2ccccc2C(=O)c3ccccc13,0,logP_setA,Clc1ccccc1,O=C1c2ccccc2C(=O)c2ccccc21,-12.199417,16,7,"[-0.33041925 -0.84636844  0.22455053  0.08000996 -0.10610093 -0.10610076
  0.08001001  0.22455078 -0.84636814 -0.33041904  0.2245508   0.08001013
 -0.10610091 -0.10610072  0.08001008  0.22454961  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
829,C(Cl)Cl,O=C1c2ccccc2C(=O)c3ccccc13,0,logP_setA,ClCCl,O=C1c2ccccc2C(=O)c2ccccc21,-13.342167,16,3,"[-0.09592923 -0.96749454  0.03285225 -0.0459773  -0.13078531 -0.1307855
 -0.045977    0.03285272 -0.96749382 -0.09592907  0.03285251 -0.04597745
 -0.13078549 -0.13078548 -0.04597747  0.03285246  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
830,CC(C)(C)OC,O=C1c2ccccc2C(=O)c3ccccc13,0,logP_setA,COC(C)(C)C,O=C1c2ccccc2C(=O)c2ccccc21,-11.708126,16,6,"[-0.31858636 -0.7172928   0.32811076  0.03099678 -0.10828046 -0.10828062
  0.03099705  0.32811157 -0.71729301 -0.31858647  0.32811161  0.03099685
 -0.10828042 -0.10828053  0.03099694  0.32811192  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
831,CC(OC(C)C)=O,O=C1c2ccccc2C(=O)c3ccccc13,0,logP_setA,CC(=O)OC(C)C,O=C1c2ccccc2C(=O)c2ccccc21,-12.269007,16,7,"[-0.21715056 -0.89343462  0.25496733  0.01521435 -0.12222163 -0.12222164
  0.01521452  0.25496861 -0.8934339  -0.21715117  0.2549681   0.01521451
 -0.1222216  -0.12222161  0.01521447  0.25496717  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
832,c1ccc(cc1)CO,O=C1c2ccccc2C(=O)c3ccccc13,0,logP_setA,OCc1ccccc1,O=C1c2ccccc2C(=O)c2ccccc21,-11.630952,16,8,"[-0.20094092 -0.71924352  0.29476856  0.02532122 -0.10781517 -0.10781529
  0.02532134  0.29476849 -0.71924381 -0.20094067  0.29476776  0.02532125
 -0.10781523 -0.10781517  0.02532123  0.29476815  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
833,C1CCCCC1O,O=C1c2ccccc2C(=O)c3ccccc13,0,logP_setA,OC1CCCCC1,O=C1c2ccccc2C(=O)c2ccccc21,-11.1306095,16,7,"[-0.11346153 -0.64284304  0.29048209  0.01757875 -0.0526411  -0.05264114
  0.01757878  0.29048238 -0.64284263 -0.1134619   0.29048234  0.01757854
 -0.05264111 -0.05264122  0.01757887  0.29048216  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
834,CCCCO,O=C1c2ccccc2C(=O)c3ccccc13,0,logP_setA,CCCCO,O=C1c2ccccc2C(=O)c2ccccc21,-11.0308275,16,5,"[-0.16245909 -0.61695464  0.32652013  0.04073568 -0.07533603 -0.075336
  0.04073557  0.32652038 -0.61695438 -0.1624588   0.32652017  0.04073557
 -0.07533612 -0.07533598  0.04073558  0.32651993  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
835,CCCCCCCCO,O=C1c2ccccc2C(=O)c3ccccc13,0,logP_setA,CCCCCCCCO,O=C1c2ccccc2C(=O)c2ccccc21,-11.095507,16,9,"[-0.21701962 -0.50787942  0.28573596  0.05422058 -0.09146381 -0.09146381
  0.0542206   0.28573572 -0.5078792  -0.21701961  0.28573564  0.05422069
 -0.09146385 -0.09146386  0.05422095  0.28573562  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
836,O,O=C1c2ccccc2C(=O)c3ccccc13,0,logP_setA,O,O=C1c2ccccc2C(=O)c2ccccc21,-6.4142165,16,1,"[0.2211414  0.27800011 0.48083132 0.26985159 0.0561118  0.05611177
 0.26985135 0.48083126 0.27799858 0.22114191 0.48083132 0.26985145
 0.05611172 0.05611182 0.26985152 0.48083205 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.        ]"
